X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-76.9801201250197,38.8455891972936,24023681,2024/02/15 09:59:43+00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF SAVANNAH STREET SE,401725.970143555,130864.619286873,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8455814192,-76.9801178505,,2024/02/15 08:49:00+00,2024/02/22 09:30:00+00,491234109,
-76.9949653823618,38.8853235695628,24031036,2024/02/29 01:51:25+00,EVENING,OTHERS,ROBBERY,300 - 339 BLOCK OF 8TH STREET SE,400437.01,135275.25,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 89,38.8853157841,-76.9949631013,,2024/02/28 23:45:00+00,2024/02/28 23:55:00+00,491234121,
-77.0441810510907,38.902533381105,24025231,2024/02/18 09:26:50+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF K STREET NW,396167.9,137186.59,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.902525594,-77.0441787536,GOLDEN TRIANGLE,2024/02/17 19:30:00+00,2024/02/17 19:55:00+00,491234141,
-76.9872835987536,38.8416550671519,24018622,2024/02/06 06:17:22+00,MIDNIGHT,GUN,ROBBERY,3400 - 3499 BLOCK OF 13TH PLACE SE,401104.169662978,130427.792630468,8,8E,7,705,Cluster 38,007304 4,007304,Precinct 120,38.8416472905,-76.9872813232,,2024/02/06 02:30:00+00,2024/02/06 03:40:00+00,491234143,
-76.9673056374094,38.918936670629,24025794,2024/02/19 08:18:34+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2300 - 3099 BLOCK OF V STREET NE,402835.48,139007.07,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9189288774,-76.9673033629,,2024/02/19 05:30:00+00,2024/02/19 07:15:00+00,491234154,
-77.032344107824,38.9054458755201,24036907,2024/03/11 12:23:23+00,DAY,OTHERS,THEFT/OTHER,1 - 1 BLOCK OF THOMAS CIRCLE NW,397194.76,137509.47,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9054380874,-77.0323418139,DOWNTOWN,2024/03/11 10:10:00+00,2024/03/11 10:12:00+00,491234158,
-77.0434539823859,38.9217129533858,24012717,2024/01/26 15:02:15+00,DAY,OTHERS,THEFT/OTHER,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,396231.98,139315.65,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9217051624,-77.043451684,ADAMS MORGAN,2024/01/26 12:51:00+00,2024/01/26 13:59:00+00,491234162,
-76.9810138100756,38.8507567739504,24002038,2024/01/14 04:51:58+00,MIDNIGHT,OTHERS,THEFT/OTHER,STANTON ROAD SE AND BRUCE PLACE SE,401648.27001548,131438.24002341,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8507489952,-76.9810115353,,2024/01/04 23:23:00+00,2024/01/05 00:03:00+00,491234163,
-77.0318158865112,38.9306080012935,24015012,2024/01/30 20:58:46+00,EVENING,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2024/01/30 17:16:00+00,2024/01/30 18:02:00+00,491234228,
-76.9635246078693,38.8802452695862,24010609,2024/01/22 18:56:55+00,DAY,OTHERS,THEFT/OTHER,3010 - 3099 BLOCK OF G STREET SE,403165.09,134712.14,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 132,38.880237484,-76.9635223369,,2024/01/19 14:42:00+00,2024/01/22 16:19:00+00,491234298,
-77.0423677621623,38.9216308360012,24012153,2024/01/25 14:13:30+00,DAY,OTHERS,BURGLARY,2400 - 2499 BLOCK OF 18TH STREET NW,396326.17,139306.49,1,1C,3,303,Cluster 1,004002 1,004002,Precinct 25,38.921623045,-77.0423654641,ADAMS MORGAN,2024/01/25 07:44:00+00,2024/01/25 07:46:00+00,491234299,
-76.9899454963744,38.9191761089225,24010611,2024/01/22 16:08:33+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1235 BLOCK OF W STREET NE,400872.13,139033.19,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9191683165,-76.9899432148,,2024/01/22 15:00:00+00,2024/01/22 15:30:00+00,491234305,
-77.0345748527497,38.9046993450181,24420563,2024/02/14 18:01:34+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 15TH STREET NW,397001.24,137426.67,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9046915572,-77.0345725582,DOWNTOWN,2024/02/08 18:20:00+00,2024/02/08 20:10:00+00,491234310,
-77.040877886926,38.9238776823034,24016279,2024/02/01 21:16:28+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/02/01 20:08:00+00,2024/02/01 20:39:00+00,491234321,
-77.0449294327485,38.9185515531543,24028441,2024/02/24 06:02:37+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1900 - 1902 BLOCK OF WYOMING AVENUE NW,396103.86,138964.77,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9185437629,-77.0449271341,ADAMS MORGAN,2024/02/23 03:50:00+00,2024/02/23 16:00:00+00,491234339,
-77.0249378999705,38.9003717529357,24007435,2024/01/15 17:32:39+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF PALMER ALLEY NW,397837,136946,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.9003639656,-77.0249356086,DOWNTOWN,2024/01/05 21:13:00+00,2024/01/05 21:14:00+00,491234375,
-77.0606754560945,38.9052046133797,24012342,2024/01/26 02:45:50+00,EVENING,OTHERS,THEFT/OTHER,3036 - 3099 BLOCK OF M STREET NW,394737.36,137483.94,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9051968264,-77.0606731533,GEORGETOWN,2024/01/25 20:33:00+00,2024/01/25 20:55:00+00,491234379,
-77.00483524711,38.8337413402501,24013675,2024/01/28 03:25:36+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 165 BLOCK OF MISSISSIPPI AVENUE SE,399580.380445564,129549.249237652,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8337335659,-77.0048329656,,2024/01/28 00:31:00+00,2024/01/28 01:33:00+00,491234380,
-77.0434616701125,38.8966746123413,24420806,2024/03/01 13:42:29+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 19TH STREET NW,396229.99,136536.19,2,2A,2,207,Cluster 5,010800 6,010800,Precinct 2,38.8966668264,-77.0434593732,,2024/02/28 16:00:00+00,2024/02/29 00:00:00+00,491234395,
-77.0460747626496,38.9218439213938,24420562,2024/02/14 15:02:40+00,DAY,OTHERS,THEFT/OTHER,2416 - 2499 BLOCK OF 19TH STREET NW,396004.72,139330.3,1,1C,3,303,Cluster 1,004001 4,004001,Precinct 25,38.9218361305,-77.0460724634,,2024/02/03 13:00:00+00,2024/02/07 02:00:00+00,491234455,
-77.0035164826544,38.8941922817333,24420592,2024/02/15 23:42:28+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 2ND STREET NE,399695.14,136259.74,6,6C,1,108,Cluster 25,008200 4,008200,Precinct 130,38.8941844948,-77.0035141984,CAPITOL HILL,2024/02/06 18:27:00+00,2024/02/06 23:00:00+00,491234456,
-77.006293240827,38.8395225714366,24026319,2024/02/20 07:02:41+00,MIDNIGHT,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF BROTHERS PLACE SE,399453.835197446,130191.012918248,8,8D,7,707,Cluster 39,010400 1,010400,Precinct 124,38.8395147958,-77.006290959,,2024/02/20 06:04:00+00,2024/02/20 06:06:00+00,491234472,
-77.0223784286161,38.980208534712,24029555,2024/02/26 14:04:41+00,DAY,OTHERS,THEFT F/AUTO,7415 - 7448 BLOCK OF BLAIR ROAD NW,398061.19,145808.53,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.9802007312,-77.0223761332,,2024/02/21 17:00:00+00,2024/02/21 17:05:00+00,491234481,
-76.9995094317714,38.9031282689117,24035036,2024/03/07 18:55:24+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 5TH STREET NE,400042.75,137251.7,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 83,38.9031204801,-76.9995071482,,2024/03/07 16:48:00+00,2024/03/07 17:07:00+00,491234482,
-76.9847857507737,38.9130059232887,24008710,2024/01/18 16:54:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF PROVIDENCE STREET NE,401319.7,138348.31,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9129981319,-76.9847834712,,2024/01/18 03:00:00+00,2024/01/18 15:30:00+00,491234514,
-76.9748998857839,38.8632538217916,24017434,2024/02/04 00:50:41+00,EVENING,OTHERS,ROBBERY,1800 - 1899 BLOCK OF WOODMONT PLACE SE,402178.6,132825.63,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8632460401,-76.9748976123,,2024/02/03 20:51:00+00,2024/02/03 23:19:00+00,491234518,
-77.005493501397,38.838731212889,24004192,2024/01/09 11:13:10+00,MIDNIGHT,GUN,ROBBERY,3600 - 3698 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,399523.261181511,130103.162230166,8,8D,,,Cluster 39,010400 1,010400,Precinct 124,38.8387234375,-77.0054912201,,2024/01/09 02:00:00+00,2024/01/09 11:10:00+00,491234520,
-77.0219191928877,38.9103920778509,24004679,2024/01/10 12:37:48+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 7TH STREET NW,398099.12,138058.27,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9103842884,-77.0219169019,,2024/01/02 04:00:00+00,2024/01/10 10:57:00+00,491234521,
-77.0170532949085,38.9405174268001,24034240,2024/03/06 03:47:36+00,EVENING,OTHERS,THEFT F/AUTO,4000 - 4099 BLOCK OF 4TH STREET NW,398521.77,141402.35,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 45,38.9405096311,-77.0170510036,,2024/03/03 14:00:00+00,2024/03/05 10:30:00+00,491234544,
-76.9868572562676,38.8436911760973,24020550,2024/02/09 14:16:15+00,DAY,OTHERS,THEFT/OTHER,1300 - 1369 BLOCK OF SAVANNAH STREET SE,401141.15,130653.82,8,8C,7,705,Cluster 38,007304 3,007304,Precinct 120,38.8436833988,-76.9868549803,,2024/01/29 17:00:00+00,2024/02/03 15:59:00+00,491234552,
-76.9989795573905,38.8961243549857,24013929,2024/01/28 15:32:06+00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF E STREET NE,400088.72,136474.21,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8961165675,-76.9989772744,,2024/01/24 22:22:00+00,2024/01/24 22:30:00+00,491234568,
-77.0289677484491,38.958357776605,24017485,2024/02/04 02:54:59+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF MADISON STREET NW,397489.48,143383.05,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9583499777,-77.0289654523,,2024/02/04 00:24:00+00,2024/02/04 00:50:00+00,491234569,
-77.0327321588336,38.9295246790098,24020276,2024/02/08 23:27:08+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/02/08 22:35:00+00,2024/02/08 23:27:00+00,491234574,
-76.9872263768082,38.8511469635199,24022217,2024/02/12 19:49:04+00,DAY,OTHERS,THEFT/OTHER,2711 - 2899 BLOCK OF ROBINSON PLACE SE,401108.99,131481.46,8,8C,7,704,Cluster 38,007404 3,007404,Precinct 117,38.8511391847,-76.9872241002,,2024/02/12 17:37:00+00,2024/02/12 19:19:00+00,491234575,
-77.0441825353445,38.9004627191607,24001268,2024/01/03 17:53:50+00,DAY,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,396167.66,136956.73,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9004549325,-77.044180238,GOLDEN TRIANGLE,2024/01/03 14:15:00+00,2024/01/03 14:20:00+00,491234587,
-77.0313577201401,38.9296624326424,24002039,2024/01/04 23:31:21+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF KENYON STREET NW,397281.24,140197.68,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9296546396,-77.031355425,,2024/01/04 23:11:00+00,2024/01/04 23:31:00+00,491234588,
-76.9937578770246,38.9215924980366,24003303,2024/01/07 16:14:25+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/01/07 15:40:00+00,2024/01/07 16:10:00+00,491234597,
-76.9342335711532,38.9028841008326,24005302,2024/01/11 15:47:14+00,DAY,OTHERS,THEFT/OTHER,4722 - 4799 BLOCK OF SHERIFF ROAD NE,405704.8,137226.65,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9028763096,-76.9342313079,,2024/01/11 14:47:00+00,2024/01/11 14:55:00+00,491234598,
-77.0269597366899,38.9729931479366,24015226,2024/01/30 23:51:34+00,EVENING,OTHERS,ROBBERY,6800 - 6899 BLOCK OF GEORGIA AVENUE NW,397664,145007.66,4,4A,4,401,Cluster 40,010300 1,010300,Precinct 62,38.972985346,-77.0269574403,,2024/01/30 21:34:00+00,2024/01/30 23:30:00+00,491234602,
-77.0425449905222,38.9148429038271,24420540,2024/02/13 12:01:44+00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF SWANN STREET NW,396310.45,138552.98,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,38.9148351142,-77.0425426928,,2024/02/02 06:00:00+00,2024/02/02 15:10:00+00,491234629,
-77.0319524771756,38.9080463335711,24022267,2024/02/12 20:35:43+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 14TH STREET NW,397228.83,137798.13,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 17,38.9080385449,-77.0319501832,,2024/02/12 17:50:00+00,2024/02/12 17:58:00+00,491234635,
-77.0434629587824,38.9013438769712,24036872,2024/03/11 07:41:33+00,MIDNIGHT,GUN,ROBBERY,I STREET NW AND 19TH STREET NW,396230.12498646,137054.51564462,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9013360905,-77.0434606618,GOLDEN TRIANGLE,2024/03/11 06:00:00+00,2024/03/11 06:08:00+00,491234643,
-77.0074763742539,38.9056501893115,24420432,2024/02/07 13:42:45+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9056424003,-77.007474088,NOMA,2024/01/26 01:10:00+00,2024/01/27 01:10:00+00,491234644,
-76.9539818072224,38.8918328066683,24420732,2024/02/28 06:41:52+00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 222 BLOCK OF 35TH STREET NE,403992.45,135998.82,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8918250184,-76.9539795385,,2024/01/18 19:10:00+00,2024/01/18 20:20:00+00,491234645,
-77.0307884077483,38.9170078728893,24022452,2024/02/13 01:56:47+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2024/02/13 00:43:00+00,2024/02/13 00:55:00+00,491234666,
-77.0369156730295,38.9287203413059,24022328,2024/02/13 04:09:05+00,MIDNIGHT,OTHERS,ROBBERY,1600 - 1622 BLOCK OF IRVING STREET NW,396799.28,140093.28,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.9287125487,-77.0369133762,,2024/02/12 20:25:00+00,2024/02/12 22:51:00+00,491234670,
-77.0365088789087,38.9144701989776,24034637,2024/03/07 10:28:04+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1828 BLOCK OF 16TH STREET NW,396833.92,138511.38,2,2B,3,301,Cluster 6,004300 1,004300,Precinct 141,38.9144624092,-77.0365065831,,2024/03/06 19:00:00+00,2024/03/07 20:30:00+00,491234676,
-77.0143271515773,38.9748456692839,24019185,2024/02/07 02:30:13+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2024/02/07 01:20:00+00,2024/02/07 02:08:00+00,491234677,
-77.0058886080353,38.9031316346837,24023008,2024/02/14 02:44:59+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 1ST STREET NE,399489.42,137252.09,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9031238461,-77.0058863225,NOMA,2024/02/13 12:20:00+00,2024/02/13 18:32:00+00,491234682,
-76.9912660378669,38.9372531080417,24014666,2024/01/29 23:43:36+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF QUINCY STREET NE,400757.42,141039.88,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.937245312,-76.9912637548,,2024/01/29 13:30:00+00,2024/01/30 17:00:00+00,491234683,
-76.9772624977087,38.8892422864185,24015822,2024/01/31 22:54:36+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 19TH STREET SE,401972.833855784,135710.49145137,7,7D,1,107,Cluster 26,006801 1,006801,Precinct 87,38.8892344991,-76.9772602224,,2024/01/23 21:17:00+00,2024/01/29 02:30:00+00,491234684,
-77.0345748527497,38.9046993450181,24016588,2024/02/07 05:00:00+00,MIDNIGHT,OTHERS,HOMICIDE,1100 - 1199 BLOCK OF 15TH STREET NW,397001.24,137426.67,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9046915572,-77.0345725582,DOWNTOWN,2024/02/02 07:03:00+00,2024/02/02 11:10:00+00,491234685,
-76.9990353963072,38.9525591371055,24030900,2024/03/07 03:02:29+00,EVENING,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF GALLOWAY STREET NE,400083.81,142738.95,5,5A,4,406,Cluster 19,009508 2,009508,Precinct 66,38.9525513383,-76.9990331099,,2024/02/27 23:30:00+00,2024/02/28 15:00:00+00,491234686,
-77.0588789953229,38.9362028291005,24031791,2024/03/01 15:24:25+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2024/03/01 13:13:00+00,2024/03/01 13:20:00+00,491234687,
-77.0266082496255,38.9844848410489,24037128,2024/03/11 20:08:12+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9844770368,-77.0266059526,,2024/03/11 18:20:00+00,2024/03/11 18:23:00+00,491234688,
-76.9943619166371,38.8266241728519,24031446,2024/02/29 21:47:44+00,EVENING,OTHERS,THEFT/OTHER,700 - 860 BLOCK OF SOUTHERN AVENUE SE,400489.77,128759.2,8,8E,7,706,Cluster 39,009811 2,009811,Precinct 125,38.8266163993,-76.9943596393,,2024/02/07 22:30:00+00,2024/02/08 00:00:00+00,491234691,
-76.9664364803707,38.8550350208731,24030247,2024/02/27 20:02:27+00,EVENING,OTHERS,THEFT F/AUTO,2841 - 2999 BLOCK OF GAINESVILLE STREET SE,402913.461888657,131913.519863846,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8550272402,-76.9664342102,,2024/02/27 16:36:00+00,2024/02/27 17:15:00+00,491234704,
-77.0219182117676,38.9064493948617,24004198,2024/01/09 14:19:50+00,DAY,OTHERS,SEX ABUSE,1200 - 1299 BLOCK OF 7TH STREET NW,398099.1,137620.6,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9064416062,-77.021915921,,2024/01/07 07:30:00+00,2024/01/09 11:01:00+00,491234705,
-76.9943615210471,38.900209966604,24007932,2024/01/17 00:01:55+00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF H STREET NE,400489.3,136927.76,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 83,38.9002021782,-76.9943592393,,2024/01/16 19:30:00+00,2024/01/16 19:35:00+00,491234706,
-77.0275439745397,38.9132013996204,24029808,2024/02/26 21:35:12+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF VERMONT AVENUE NW,397611.37,138370.26,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,38.9131936098,-77.0275416816,,2024/02/26 17:05:00+00,2024/02/26 17:11:00+00,491234721,
-76.9937578770246,38.9215924980366,24029173,2024/02/25 16:09:55+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/02/25 15:25:00+00,2024/02/25 16:03:00+00,491234724,
-77.003448580815,38.8606970860895,24029646,2024/02/26 16:31:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,SOUTH CAPITOL STREET AND DEFENSE BOULEVARD SW,399700.89001368,132541.51999243,8,8C,7,703,Cluster 44,007301 3,007301,Precinct 119,38.8606893059,-77.0034462984,,2024/02/25 19:50:00+00,2024/02/26 16:09:00+00,491234725,
-76.9914446580267,38.9462803291998,24028430,2024/02/24 03:38:39+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF BUCHANAN STREET NE,400741.84,142041.98,5,5A,4,405,Cluster 20,009509 2,009509,Precinct 66,38.9462725314,-76.9914423743,,2024/02/23 19:30:00+00,2024/02/24 00:00:00+00,491234726,
-77.040877886926,38.9238776823034,24029402,2024/02/26 00:30:11+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/02/25 23:56:00+00,2024/02/26 00:30:00+00,491234727,
-77.0290937375994,38.9100224305764,24015110,2024/01/30 21:46:23+00,EVENING,OTHERS,THEFT/OTHER,17 - 18 BLOCK OF LOGAN CIRCLE NW,397476.85,138017.41,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,38.9100146414,-77.0290914444,,2024/01/29 20:30:00+00,2024/01/29 20:35:00+00,491234740,
-76.9936730993115,38.8464037367046,24028621,2024/02/24 15:36:27+00,DAY,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF OAK DRIVE SE,400549.43,130954.87,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,38.8463959591,-76.993670821,,2024/02/24 12:03:00+00,2024/02/24 13:03:00+00,491234751,
-77.0101664072662,38.8252071935864,24035989,2024/03/09 08:19:57+00,MIDNIGHT,OTHERS,THEFT/OTHER,20 - 199 BLOCK OF FORRESTER STREET SW,399117.4,128601.94,8,8D,7,708,Cluster 39,009807 2,009807,Precinct 126,38.8251994209,-77.0101641251,,2024/03/09 07:35:00+00,2024/03/09 08:02:00+00,491234767,
-77.0327321588336,38.9295246790098,24036230,2024/03/09 21:55:40+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/03/09 21:06:00+00,2024/03/09 21:55:00+00,491234768,
-77.0083902161693,38.8972117280431,24034125,2024/03/06 01:27:56+00,EVENING,OTHERS,ROBBERY,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272.37,136594.95,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.8972039407,-77.0083879302,CAPITOL HILL,2024/03/05 21:14:00+00,2024/03/06 00:15:00+00,491234785,
-76.9815008144333,38.869469943015,24023153,2024/02/14 12:41:43+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF R STREET SE,401605.575327443,133515.528313333,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8694621604,-76.9814985382,,2024/02/13 01:30:00+00,2024/02/14 11:52:00+00,491234833,
-77.0127893843725,38.9502947521823,24024898,2024/02/17 15:54:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4900 - 4999 BLOCK OF 1ST STREET NW,398891.58,142487.66,4,4D,4,407,Cluster 19,002202 1,002202,Precinct 57,38.9502869543,-77.0127870938,,2024/02/17 14:11:00+00,2024/02/17 15:49:00+00,491234834,
-77.0477467567939,38.9017068125775,24025333,2024/02/18 09:58:52+00,MIDNIGHT,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF PENNSYLVANIA AVENUE NW,395858.56,137094.99,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.9016990258,-77.0477444583,,2024/02/18 09:25:00+00,2024/02/18 10:00:00+00,491234835,
-76.9528213834473,38.9066693873516,24030608,2024/02/28 06:01:12+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3300 - 3730 BLOCK OF HAYES STREET NE,404092.27,137645.85,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9066615961,-76.9528191142,,2024/02/28 04:00:00+00,,491234836,
-77.0224194331647,38.9164967538434,24031996,2024/03/02 00:27:05+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF FLORIDA AVENUE NW,398055.9,138735.95,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9164889632,-77.0224171416,,2024/02/10 22:30:00+00,2024/02/10 22:40:00+00,491234837,
-77.0214137460245,38.9338919163649,24017464,2024/02/04 01:25:33+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF NEWTON PLACE NW,398143.57,140666.94,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.9338841221,-77.0214114537,,2024/02/02 19:30:00+00,2024/02/03 01:30:00+00,491234879,
-77.0250891732766,38.9627076800451,24016826,2024/02/02 20:29:41+00,EVENING,OTHERS,ROBBERY,800 - 899 BLOCK OF PEABODY STREET NW,397825.78,143865.83,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,38.9626998801,-77.0250868781,,2024/02/02 19:00:00+00,2024/02/02 19:15:00+00,491234887,
-76.9803888921914,38.8996229134364,24027523,2024/02/22 17:52:34+00,DAY,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2024/02/22 16:30:00+00,2024/02/22 16:40:00+00,491234889,
